		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
29/04/16	11:00 p	3.9	4.2	3.3	82	1.1	0.9	ESE	3.22	2.7	ENE	3.7	3.7	3.6	0.3	466.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.602	0.000	18.8	30	0.9	16.8	6.25	 .0458	0.03	1402	1	100.0	60
30/04/16	12:00 a	3.5	3.9	3.3	83	0.9	0.4	ESE	1.61	2.2	S	3.5	3.4	3.4	0.2	466.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.618	0.000	18.6	30	0.6	16.5	6.25	 .0459	0.00	1366	1	99.9	60
30/04/16	1:00 a	1.8	3.4	1.6	88	0.0	1.3	ENE	4.83	2.7	ENE	0.5	1.7	0.4	-2.8	465.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.690	0.000	18.3	30	0.4	16.2	6.25	 .0459	0.00	1355	1	99.0	60
30/04/16	2:00 a	0.8	1.8	0.8	89	-0.8	0.9	E	3.22	2.7	E	0.3	0.7	0.2	-3.1	465.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.729	0.000	18.1	29	-0.3	15.9	6.15	 .0459	0.00	1381	1	100.0	60
30/04/16	3:00 a	0.2	0.8	0.2	90	-1.3	0.4	E	1.61	2.7	E	0.2	0.1	0.1	-3.2	465.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.757	0.000	17.8	29	-0.5	15.6	6.15	 .0460	0.00	1401	1	100.0	60
30/04/16	4:00 a	-0.3	0.2	-0.3	90	-1.8	0.9	E	3.22	2.2	E	-0.9	-0.4	-1.1	-4.4	465.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.778	0.000	17.6	29	-0.7	15.4	6.15	 .0460	0.00	1377	1	100.0	60
30/04/16	5:00 a	-1.0	-0.3	-1.0	91	-2.3	0.9	E	3.22	2.2	ENE	-1.7	-1.1	-1.8	-5.1	465.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.806	0.000	17.4	29	-0.8	15.3	6.15	 .0460	0.00	1384	1	100.0	60
30/04/16	6:00 a	-1.0	-1.0	-1.2	91	-2.3	0.9	E	3.22	2.2	E	-1.7	-1.1	-1.8	-5.1	465.9	0.00	0.0	2	0.17	9	0.0	0.00	0.0	0.806	0.000	17.3	28	-1.4	15.1	5.99	 .0461	0.00	1402	1	100.0	60
30/04/16	7:00 a	1.0	1.0	-1.1	89	-0.6	1.3	E	4.83	2.2	ENE	-0.3	0.9	-0.4	-1.2	466.2	0.00	0.0	62	5.33	160	0.1	0.02	0.7	0.722	0.000	17.3	30	-0.5	15.2	6.29	 .0461	0.03	1372	1	100.0	60
30/04/16	8:00 a	4.6	4.6	1.1	79	1.3	1.3	ENE	4.83	2.2	ENE	3.7	4.4	3.6	6.2	466.4	0.00	0.0	295	25.37	410	1.6	0.38	2.5	0.572	0.000	17.5	30	-0.3	15.4	6.28	 .0461	0.13	1375	1	100.0	60
30/04/16	9:00 a	9.5	9.5	4.6	65	3.2	0.4	ENE	1.61	2.2	NW	9.5	9.2	9.2	13.1	466.5	0.00	0.0	518	44.55	619	3.8	0.90	5.2	0.368	0.000	18.0	30	0.1	15.9	6.26	 .0460	0.23	1378	1	100.0	60
30/04/16	10:00 a	11.3	11.3	9.5	52	1.8	0.9	WNW	3.22	3.6	NW	11.3	10.6	10.6	14.8	466.4	0.00	0.0	698	60.04	775	6.6	1.56	8.2	0.292	0.000	18.8	30	0.9	16.8	6.25	 .0459	0.33	1378	1	100.0	60
30/04/16	11:00 a	12.1	12.4	11.3	45	0.5	1.3	NW	4.83	4.9	NW	12.1	11.0	11.0	15.4	466.0	0.00	0.0	798	68.64	928	8.8	2.07	10.6	0.262	0.000	19.5	30	1.4	17.5	6.25	 .0457	0.41	1403	1	100.0	60
30/04/16	12:00 p	12.7	13.0	12.1	40	-0.6	2.2	NW	8.05	6.7	NW	12.2	11.4	10.9	15.2	465.5	0.00	0.0	633	54.45	1058	8.2	1.93	11.5	0.234	0.000	19.8	29	1.3	17.7	6.10	 .0456	0.38	1384	1	100.0	60
30/04/16	1:00 p	12.8	12.9	12.6	32	-3.5	2.7	NW	9.66	7.2	N	12.1	11.3	10.5	11.8	465.1	0.00	0.0	271	23.31	1146	4.4	1.04	11.2	0.229	0.000	19.7	28	0.6	17.4	5.95	 .0456	0.23	1378	1	100.0	60
30/04/16	2:00 p	13.1	13.3	12.8	38	-1.0	4.0	WNW	14.48	9.4	WNW	11.3	11.7	9.9	11.0	464.6	0.00	0.0	253	21.76	714	3.5	0.83	7.1	0.220	0.000	19.8	28	0.8	17.7	5.95	 .0455	0.25	1400	1	100.0	60
30/04/16	3:00 p	12.8	13.2	12.8	31	-4.0	4.9	WNW	17.70	7.6	NW	10.3	11.2	8.8	9.6	464.5	0.00	0.0	210	18.06	886	2.3	0.54	6.1	0.231	0.000	20.1	28	1.0	17.9	5.95	 .0455	0.25	1392	1	100.0	60
30/04/16	4:00 p	11.5	12.8	11.5	54	2.5	2.2	WNW	8.05	7.6	SE	10.8	10.7	10.0	9.7	464.6	0.00	0.0	90	7.74	123	0.7	0.16	1.3	0.285	0.000	20.1	28	1.0	17.9	5.95	 .0455	0.10	1377	1	100.0	60
30/04/16	5:00 p	8.5	11.4	8.3	60	1.2	4.9	SE	17.70	11.2	ESE	5.4	8.1	4.9	3.9	464.9	0.00	0.0	34	2.92	62	0.0	0.00	0.0	0.410	0.000	19.6	28	0.5	17.3	5.95	 .0456	0.10	1382	1	100.0	60
30/04/16	6:00 p	7.4	8.8	7.3	65	1.3	1.8	SSW	6.44	5.8	SE	6.4	7.1	6.0	3.1	465.3	0.00	0.0	4	0.34	14	0.0	0.00	0.0	0.454	0.000	19.4	29	0.9	17.3	6.11	 .0457	0.03	1404	1	100.0	60
30/04/16	7:00 p	6.6	7.4	6.6	72	1.9	1.3	S	4.83	3.6	S	6.0	6.3	5.7	2.8	465.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.488	0.000	19.1	29	0.6	17.0	6.12	 .0458	0.03	1369	1	100.0	60
30/04/16	8:00 p	5.2	6.6	5.2	79	1.8	0.9	E	3.22	3.1	E	5.1	5.0	4.9	2.1	466.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.549	0.000	18.8	29	0.4	16.7	6.13	 .0458	0.03	1402	1	100.0	60
30/04/16	9:00 p	4.3	5.2	4.3	82	1.5	0.9	E	3.22	2.2	ENE	4.1	4.1	3.9	1.0	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.586	0.000	18.4	29	0.1	16.3	6.15	 .0459	0.00	1357	1	99.2	60
30/04/16	10:00 p	3.4	4.3	3.4	83	0.8	0.4	SSE	1.61	2.2	E	3.4	3.3	3.3	0.3	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.623	0.000	18.2	29	-0.2	16.0	6.15	 .0460	0.03	1376	1	100.0	60
30/04/16	11:00 p	1.9	3.4	1.9	86	-0.2	0.4	E	1.61	2.7	ENE	1.9	1.8	1.8	-1.2	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.683	0.000	17.9	29	-0.4	15.7	6.15	 .0460	0.00	1400	1	100.0	60
01/05/16	12:00 a	1.4	1.9	1.1	87	-0.5	1.3	ESE	4.83	4.0	E	0.2	1.3	0.1	-2.9	466.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.704	0.000	17.6	28	-1.1	15.4	5.98	 .0461	0.00	1404	1	100.0	60
01/05/16	1:00 a	0.2	1.4	0.2	89	-1.4	0.4	ENE	1.61	2.2	E	0.2	0.1	0.1	-2.9	465.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.757	0.000	17.4	28	-1.3	15.2	5.98	 .0461	0.00	1403	1	100.0	60
01/05/16	2:00 a	-0.4	0.2	-0.5	90	-1.8	0.9	E	3.22	2.2	ENE	-1.0	-0.5	-1.1	-4.1	465.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.780	0.000	17.2	28	-1.5	14.9	5.99	 .0461	0.00	1380	1	100.0	60
01/05/16	3:00 a	-1.4	-0.3	-1.4	89	-3.0	0.9	E	3.22	2.7	E	-2.1	-1.5	-2.2	-5.3	465.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.822	0.000	16.9	28	-1.8	14.7	6.00	 .0462	0.00	1377	1	100.0	60
01/05/16	4:00 a	-1.5	-1.4	-1.6	89	-3.1	0.9	E	3.22	1.8	E	-2.2	-1.6	-2.3	-5.4	465.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.826	0.000	16.7	27	-2.4	14.4	5.85	 .0462	0.00	1402	1	100.0	60
01/05/16	5:00 a	-1.9	-1.5	-1.9	89	-3.5	0.9	E	3.22	2.2	E	-2.7	-2.0	-2.8	-5.8	465.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.843	0.000	16.6	27	-2.5	14.3	5.85	 .0463	0.00	1381	1	100.0	60
01/05/16	6:00 a	-1.8	-1.7	-1.9	89	-3.4	0.9	E	3.22	2.2	E	-2.5	-1.9	-2.6	-5.7	466.1	0.00	0.0	2	0.17	11	0.0	0.00	0.0	0.838	0.000	16.3	27	-2.7	14.1	5.85	 .0463	0.00	1381	1	100.0	60
01/05/16	7:00 a	-0.1	-0.1	-1.8	87	-2.0	0.9	E	3.22	3.1	ENE	-0.7	-0.2	-0.8	-1.7	466.6	0.00	0.0	58	4.99	155	0.1	0.02	0.7	0.769	0.000	16.4	27	-2.6	14.2	5.85	 .0464	0.03	1400	1	100.0	60
01/05/16	8:00 a	3.9	3.9	-0.1	80	0.8	0.9	ENE	3.22	2.2	ENE	3.7	3.7	3.6	6.1	466.6	0.00	0.0	287	24.69	406	1.5	0.35	2.5	0.602	0.000	16.9	28	-1.8	14.7	6.00	 .0463	0.10	1398	1	100.0	60
01/05/16	9:00 a	7.7	7.7	3.9	72	2.9	0.9	NW	3.22	3.6	WNW	7.7	7.4	7.4	11.3	466.8	0.00	0.0	514	44.21	612	3.7	0.87	5.1	0.444	0.000	17.9	28	-0.9	15.6	5.97	 .0461	0.00	1403	1	100.0	60
01/05/16	10:00 a	10.1	10.1	7.7	44	-1.6	1.3	NW	4.83	4.9	NW	9.9	9.3	9.2	13.3	466.7	0.00	0.0	698	60.04	777	6.5	1.53	8.0	0.343	0.000	18.3	28	-0.5	16.1	5.95	 .0460	0.56	1398	1	100.0	60
01/05/16	11:00 a	11.7	11.7	10.1	33	-4.1	2.2	NW	8.05	6.3	N	10.9	10.3	9.6	13.7	466.4	0.00	0.0	830	71.39	874	9.0	2.12	9.9	0.278	0.000	18.9	28	0.0	16.7	5.95	 .0459	0.46	1380	1	100.0	60
01/05/16	12:00 p	12.6	12.6	11.7	36	-2.1	1.8	NW	6.44	6.3	NW	12.3	11.2	10.9	15.1	465.9	0.00	0.0	886	76.21	904	10.1	2.38	10.5	0.241	0.000	19.2	27	-0.3	16.8	5.85	 .0458	0.48	1380	1	100.0	60
01/05/16	1:00 p	13.6	13.6	12.6	34	-2.0	1.8	NNE	6.44	6.3	NW	13.5	11.9	11.9	15.4	465.4	0.00	0.0	907	78.01	998	10.1	2.38	10.7	0.199	0.000	19.5	27	-0.0	17.2	5.85	 .0457	0.48	1402	1	100.0	60
01/05/16	2:00 p	14.0	14.0	13.3	33	-2.0	1.8	ESE	6.44	5.4	NW	14.0	12.3	12.3	16.1	464.9	0.00	0.0	796	68.46	893	7.7	1.82	9.6	0.181	0.000	19.8	27	0.3	17.6	5.85	 .0456	0.00	1400	1	100.0	60
01/05/16	3:00 p	13.7	14.3	13.6	32	-2.7	1.8	NW	6.44	5.8	WNW	13.7	12.0	11.9	15.7	464.6	0.00	0.0	626	53.84	812	4.9	1.16	7.1	0.192	0.000	20.2	27	0.6	17.9	5.85	 .0455	0.79	1401	1	100.0	60
01/05/16	4:00 p	12.8	13.8	12.8	45	1.2	2.2	NW	8.05	5.8	S	12.3	11.7	11.2	12.0	464.6	0.00	0.0	162	13.93	640	1.3	0.31	3.7	0.229	0.000	20.1	27	0.5	17.8	5.85	 .0455	0.15	1395	1	100.0	60
01/05/16	5:00 p	10.8	12.9	10.8	54	1.9	4.5	S	16.09	8.5	SSW	8.4	10.2	7.7	8.9	464.8	0.00	0.0	230	19.78	413	0.4	0.09	1.0	0.313	0.000	19.9	27	0.4	17.7	5.85	 .0455	0.20	1402	1	100.0	60
01/05/16	6:00 p	9.4	10.8	9.4	58	1.6	3.6	SW	12.87	8.5	SW	7.4	8.9	6.9	3.2	465.3	0.00	0.0	4	0.34	16	0.0	0.00	0.0	0.370	0.000	19.6	27	0.0	17.2	5.85	 .0457	0.08	1398	1	100.0	60
01/05/16	7:00 p	8.1	9.4	8.1	59	0.5	1.8	NE	6.44	6.3	WSW	7.1	7.6	6.7	2.6	466.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.428	0.000	19.2	27	-0.3	16.8	5.85	 .0458	0.05	1378	1	100.0	60
01/05/16	8:00 p	7.7	8.0	6.8	63	1.1	0.4	S	1.61	2.2	S	7.7	7.3	7.3	3.3	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.444	0.000	18.8	27	-0.6	16.4	5.85	 .0459	0.03	1402	1	100.0	60
01/05/16	9:00 p	7.2	7.8	7.2	75	3.1	0.9	E	3.22	3.1	ENE	7.2	7.0	7.0	3.1	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.463	0.000	18.6	27	-0.8	16.2	5.85	 .0460	0.03	1380	1	100.0	60
01/05/16	10:00 p	5.1	7.2	5.1	80	1.9	0.4	SE	1.61	1.8	ESE	5.1	4.9	4.9	0.9	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.551	0.000	18.3	27	-1.0	16.0	5.85	 .0460	0.03	1402	1	100.0	60
01/05/16	11:00 p	3.5	5.1	3.5	87	1.5	0.0	E	0.00	1.8	E	3.5	3.4	3.4	-0.6	466.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.618	0.000	18.1	27	-1.3	15.7	5.85	 .0461	0.00	1400	1	100.0	60
02/05/16	12:00 a	2.8	3.5	2.8	87	0.9	0.4	E	1.61	2.2	E	2.8	2.7	2.7	-1.3	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.646	0.000	17.9	28	-0.9	15.6	5.97	 .0461	0.00	1403	1	100.0	60
02/05/16	1:00 a	1.9	2.8	1.9	88	0.1	0.9	E	3.22	2.2	E	1.5	1.8	1.4	-2.6	466.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.685	0.000	17.7	28	-1.0	15.4	5.97	 .0461	0.00	1403	1	100.0	60
02/05/16	2:00 a	1.3	1.9	1.3	90	-0.1	0.9	ENE	3.22	2.2	E	0.9	1.2	0.8	-3.3	465.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.708	0.000	17.5	28	-1.2	15.3	5.98	 .0461	0.00	1381	1	100.0	60
02/05/16	3:00 a	0.3	1.3	0.3	89	-1.3	0.9	E	3.22	2.2	E	-0.3	0.2	-0.4	-4.5	465.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.752	0.000	17.3	27	-1.9	14.9	5.85	 .0461	0.00	1402	1	100.0	60
02/05/16	4:00 a	-0.9	0.3	-0.9	89	-2.5	1.3	E	4.83	3.1	E	-2.6	-1.1	-2.7	-6.8	465.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.803	0.000	17.1	27	-2.1	14.7	5.85	 .0462	0.00	1402	1	100.0	60
02/05/16	5:00 a	-0.8	-0.7	-1.1	90	-2.2	0.4	ENE	1.61	3.1	E	-0.8	-0.9	-0.9	-5.0	466.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.796	0.000	16.9	27	-2.3	14.6	5.85	 .0462	0.00	1399	1	100.0	60
02/05/16	6:00 a	-1.0	-0.6	-1.1	89	-2.6	0.9	E	3.22	2.2	E	-1.7	-1.1	-1.8	-5.9	466.4	0.00	0.0	1	0.09	11	0.0	0.00	0.0	0.806	0.000	16.7	27	-2.4	14.4	5.85	 .0463	0.00	1381	1	100.0	60
02/05/16	7:00 a	0.9	0.9	-1.1	85	-1.3	0.9	E	3.22	3.1	ENE	0.4	0.8	0.3	-0.6	466.8	0.00	0.0	59	5.07	153	0.1	0.02	0.7	0.725	0.000	16.9	27	-2.3	14.6	5.85	 .0463	0.03	1378	1	100.0	60
02/05/16	8:00 a	4.9	4.9	0.9	76	1.1	0.9	E	3.22	3.1	ENE	4.9	4.7	4.7	7.1	467.2	0.00	0.0	281	24.17	397	1.5	0.35	2.4	0.558	0.000	17.4	27	-1.8	15.1	5.85	 .0462	0.10	1404	1	100.0	60
02/05/16	9:00 a	9.1	9.1	5.0	61	2.0	0.4	ENE	1.61	2.7	N	9.1	8.7	8.7	12.4	467.4	0.00	0.0	504	43.35	599	3.7	0.87	5.0	0.384	0.000	17.9	28	-0.9	15.6	5.97	 .0462	0.00	1402	1	100.0	60
02/05/16	10:00 a	10.7	10.7	9.1	49	0.4	1.8	NW	6.44	4.5	NW	10.1	9.9	9.3	13.5	467.3	0.00	0.0	687	59.09	763	6.4	1.51	7.7	0.319	0.000	18.4	28	-0.4	16.2	5.95	 .0461	0.56	1403	1	100.0	60
02/05/16	11:00 a	11.8	11.8	10.7	42	-0.7	2.2	NW	8.05	7.6	NW	11.1	10.7	9.9	14.3	467.0	0.00	0.0	805	69.24	1020	8.4	1.98	10.6	0.273	0.000	19.2	28	0.3	17.0	5.95	 .0459	0.43	1403	1	100.0	60
02/05/16	12:00 p	12.8	12.8	11.5	42	0.2	1.3	W	4.83	4.9	W	12.8	11.6	11.6	15.7	466.5	0.00	0.0	592	50.92	1227	7.8	1.84	11.7	0.229	0.000	19.8	30	1.7	17.8	6.25	 .0457	0.36	1380	1	100.0	60
02/05/16	1:00 p	12.7	13.1	12.4	41	-0.3	2.7	NW	9.66	5.8	NNE	11.9	11.4	10.7	14.2	466.0	0.00	0.0	519	44.64	1197	6.4	1.51	11.9	0.236	0.000	20.1	30	1.9	18.1	6.25	 .0456	0.33	1404	1	100.0	60
02/05/16	2:00 p	12.9	13.3	12.7	36	-1.8	2.2	NW	8.05	6.3	NW	12.5	11.5	11.1	13.3	465.6	0.00	0.0	363	31.22	1118	4.8	1.13	9.8	0.225	0.000	20.3	29	1.7	18.3	6.08	 .0455	0.30	1405	1	100.0	60
02/05/16	3:00 p	12.7	13.0	12.6	37	-1.7	2.2	WNW	8.05	5.4	NW	12.2	11.3	10.8	11.2	465.2	0.00	0.0	167	14.36	211	2.1	0.50	5.8	0.236	0.000	20.2	29	1.6	18.1	6.08	 .0455	0.15	1405	1	100.0	60
02/05/16	4:00 p	12.2	12.7	12.1	40	-1.0	3.6	WSW	12.87	6.3	SW	10.7	11.0	9.5	10.0	465.3	0.00	0.0	147	12.64	385	1.3	0.31	2.5	0.255	0.000	19.9	29	1.4	17.9	6.09	 .0456	0.18	1405	1	100.0	60
02/05/16	5:00 p	10.6	12.2	10.6	48	-0.0	3.6	WSW	12.87	7.6	WSW	8.7	9.8	7.9	6.7	465.6	0.00	0.0	32	2.75	54	0.0	0.00	0.0	0.324	0.000	19.7	28	0.6	17.4	5.95	 .0457	0.10	1403	1	100.0	60
02/05/16	6:00 p	8.6	10.6	8.6	56	0.3	1.8	WSW	6.44	4.9	WSW	7.8	8.1	7.2	4.3	466.1	0.00	0.0	3	0.26	12	0.0	0.00	0.0	0.405	0.000	19.5	29	1.0	17.4	6.11	 .0457	0.05	1377	1	100.0	60
02/05/16	7:00 p	7.6	8.6	7.6	56	-0.7	0.9	SW	3.22	3.6	WSW	7.6	7.0	7.0	4.0	466.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.449	0.000	19.5	29	1.0	17.4	6.11	 .0458	0.03	1376	1	100.0	60
02/05/16	8:00 p	5.4	7.6	5.4	65	-0.7	0.9	E	3.22	2.7	E	5.4	5.0	5.0	2.0	467.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.539	0.000	19.1	29	0.6	17.0	6.12	 .0459	0.03	1381	1	100.0	60
02/05/16	9:00 p	3.8	5.4	3.8	73	-0.6	0.9	SSE	3.22	2.2	SSE	3.7	3.6	3.4	0.4	467.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.604	0.000	18.6	28	-0.3	16.3	5.95	 .0460	0.03	1379	1	100.0	60
02/05/16	10:00 p	2.8	3.8	2.8	79	-0.5	0.4	E	1.61	2.2	E	2.8	2.6	2.6	-0.3	467.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.648	0.000	18.2	28	-0.7	15.9	5.96	 .0461	0.03	1401	1	100.0	60
02/05/16	11:00 p	1.6	2.8	1.6	86	-0.5	0.4	E	1.61	2.7	E	1.6	1.5	1.5	-1.4	467.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.697	0.000	17.9	28	-0.9	15.6	5.97	 .0461	0.00	1375	1	100.0	60
03/05/16	12:00 a	0.8	1.7	0.7	88	-1.0	0.4	E	1.61	1.8	E	0.8	0.7	0.7	-2.3	467.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.731	0.000	17.6	27	-1.6	15.3	5.85	 .0462	0.00	1401	1	100.0	60
03/05/16	1:00 a	-0.2	0.7	-0.2	90	-1.7	0.9	E	3.22	1.8	E	-0.8	-0.3	-0.9	-3.9	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.773	0.000	17.3	27	-1.9	15.0	5.85	 .0462	0.00	1400	1	100.0	60
03/05/16	2:00 a	-1.4	-0.2	-1.4	90	-2.8	0.9	E	3.22	2.7	E	-2.1	-1.5	-2.2	-5.3	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.822	0.000	17.1	27	-2.1	14.7	5.85	 .0462	0.00	1399	1	100.0	60
03/05/16	3:00 a	-2.0	-1.4	-2.0	91	-3.3	1.3	E	4.83	2.7	E	-3.8	-2.1	-3.9	-6.9	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.847	0.000	16.8	27	-2.3	14.6	5.85	 .0463	0.00	1380	1	100.0	60
03/05/16	4:00 a	-2.0	-1.6	-2.0	89	-3.6	0.4	E	1.61	1.8	E	-2.0	-2.1	-2.1	-5.2	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.847	0.000	16.6	26	-3.0	14.3	5.65	 .0463	0.00	1402	1	100.0	60
03/05/16	5:00 a	-2.3	-2.0	-2.5	89	-3.9	0.9	E	3.22	2.2	E	-3.1	-2.4	-3.2	-6.3	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.861	0.000	16.4	26	-3.1	14.1	5.65	 .0464	0.00	1381	1	100.0	60
03/05/16	6:00 a	-2.6	-2.3	-2.6	90	-4.0	0.9	E	3.22	2.7	E	-3.4	-2.6	-3.4	-6.5	466.8	0.00	0.0	1	0.09	9	0.0	0.00	0.0	0.870	0.000	16.3	26	-3.3	13.9	5.65	 .0464	0.00	1403	1	100.0	60
03/05/16	7:00 a	-0.9	-0.9	-2.6	86	-3.0	1.3	ENE	4.83	3.1	ENE	-2.6	-1.1	-2.7	-3.6	467.1	0.00	0.0	60	5.16	151	0.1	0.02	0.6	0.803	0.000	16.3	26	-3.2	14.0	5.65	 .0464	0.03	1378	1	100.0	60
03/05/16	8:00 a	3.2	3.2	-0.9	75	-0.8	0.9	ENE	3.22	2.2	ENE	2.9	3.0	2.7	5.1	467.4	0.20	0.0	280	24.08	394	1.4	0.33	2.3	0.630	0.000	16.9	27	-2.3	14.6	5.85	 .0464	0.10	1400	1	100.0	60
03/05/16	9:00 a	7.7	7.7	3.2	58	-0.0	0.4	ENE	1.61	2.2	ENE	7.7	7.2	7.2	10.9	467.5	0.00	0.0	500	43.01	598	3.6	0.85	4.9	0.442	0.000	17.5	27	-1.7	15.2	5.85	 .0463	0.20	1404	1	100.0	60
03/05/16	10:00 a	9.3	9.3	7.7	52	-0.1	0.9	NW	3.22	4.9	NW	9.3	8.7	8.7	12.8	467.3	0.00	0.0	664	57.11	763	6.0	1.41	7.5	0.377	0.000	18.3	28	-0.6	16.0	5.95	 .0461	0.30	1402	1	100.0	60
03/05/16	11:00 a	10.6	10.7	9.3	25	-8.6	2.2	NW	8.05	6.7	NW	9.7	9.3	8.4	12.5	467.1	0.00	0.0	795	68.38	935	8.2	1.93	9.5	0.322	0.000	18.8	30	0.9	16.8	6.25	 .0459	0.41	1403	1	100.0	60
03/05/16	12:00 p	10.7	10.8	10.3	32	-5.4	3.1	NW	11.27	7.6	NW	9.2	9.5	8.1	12.1	466.7	0.00	0.0	869	74.74	884	9.6	2.26	9.9	0.319	0.000	19.5	30	1.4	17.5	6.25	 .0458	0.48	1404	1	100.0	60
03/05/16	1:00 p	11.1	11.3	10.6	31	-5.4	4.0	WNW	14.48	12.5	WNW	9.0	9.8	7.7	11.3	466.2	0.00	0.0	856	73.63	882	9.2	2.17	9.7	0.301	0.000	19.7	28	0.6	17.4	5.95	 .0457	0.51	1383	1	100.0	60
03/05/16	2:00 p	12.1	12.1	11.1	32	-4.2	2.7	NW	9.66	7.6	NNW	11.1	10.6	9.7	13.3	465.7	0.00	0.0	796	68.46	898	7.6	1.79	8.5	0.262	0.000	19.9	28	0.9	17.8	5.95	 .0456	0.46	1400	1	100.0	60
03/05/16	3:00 p	11.4	12.2	11.2	42	-1.0	2.2	S	8.05	6.7	S	10.7	10.4	9.7	13.1	465.4	0.00	0.0	463	39.82	867	3.9	0.92	7.0	0.287	0.000	20.2	28	1.1	18.1	5.95	 .0455	0.28	1400	1	100.0	60
03/05/16	4:00 p	9.9	11.5	9.9	47	-0.9	3.1	WSW	11.27	6.7	WSW	8.4	9.2	7.7	7.6	465.5	0.00	0.0	105	9.03	163	1.0	0.24	1.5	0.350	0.000	20.1	29	1.5	18.0	6.09	 .0456	0.13	1397	1	100.0	60
03/05/16	5:00 p	9.1	9.9	9.1	55	0.5	3.1	SW	11.27	6.7	WSW	7.4	8.6	6.8	6.4	465.8	0.00	0.0	73	6.28	153	0.1	0.02	0.6	0.384	0.000	19.8	29	1.3	17.7	6.10	 .0456	0.10	1391	1	100.0	60
03/05/16	6:00 p	6.7	9.1	6.7	66	0.8	2.7	WSW	9.66	6.7	W	4.7	6.3	4.3	1.3	466.3	0.00	0.0	8	0.69	44	0.0	0.00	0.0	0.486	0.000	19.4	28	0.4	17.2	5.95	 .0458	0.05	1374	1	100.0	60
03/05/16	7:00 p	5.4	6.7	5.4	71	0.6	1.3	WSW	4.83	3.6	NW	4.7	5.1	4.3	1.2	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.537	0.000	19.3	29	0.8	17.2	6.12	 .0458	0.03	1359	1	99.3	60
03/05/16	8:00 p	4.2	5.4	4.2	76	0.4	1.8	SW	6.44	4.0	S	2.7	4.0	2.5	-0.7	467.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.588	0.000	19.1	29	0.6	17.0	6.12	 .0459	0.03	1381	1	100.0	60
