		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
03/05/16	9:00 p	2.4	4.3	2.4	85	0.1	1.3	E	4.83	3.6	E	1.2	2.3	1.1	-2.1	467.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.664	0.000	18.3	28	-0.5	16.1	5.95	 .0461	0.03	1402	1	100.0	60
03/05/16	10:00 p	1.4	2.4	1.3	88	-0.3	0.9	E	3.22	3.1	E	1.0	1.3	0.9	-2.3	467.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.704	0.000	17.5	28	-1.2	15.3	5.98	 .0463	0.00	1379	1	100.0	60
03/05/16	11:00 p	0.7	1.4	0.7	89	-0.9	0.0	E	0.00	1.3	ESE	0.7	0.6	0.6	-2.6	467.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.734	0.000	17.0	28	-1.7	14.8	6.00	 .0463	0.00	1368	1	100.0	60
04/05/16	12:00 a	0.2	0.7	0.0	91	-1.1	0.4	E	1.61	1.8	E	0.2	0.1	0.1	-3.1	467.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.757	0.000	16.6	28	-2.0	14.4	6.01	 .0464	0.00	1403	1	100.0	60
04/05/16	1:00 a	-0.3	0.4	-0.4	91	-1.6	0.9	E	3.22	2.2	E	-0.9	-0.4	-1.0	-4.2	466.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.778	0.000	16.2	28	-2.4	14.0	6.03	 .0464	0.00	1353	1	98.9	60
04/05/16	2:00 a	-0.4	0.2	-0.7	91	-1.7	0.9	E	3.22	2.7	E	-1.1	-0.6	-1.2	-4.4	466.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.782	0.000	15.8	28	-2.7	13.7	6.04	 .0465	0.00	1368	1	100.0	60
04/05/16	3:00 a	-1.1	-0.1	-1.3	92	-2.2	0.9	E	3.22	3.1	E	-1.8	-1.2	-1.9	-5.2	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.810	0.000	15.6	28	-2.9	13.5	6.05	 .0465	0.00	1403	1	100.0	60
04/05/16	4:00 a	-1.7	-0.8	-1.8	92	-2.8	1.3	E	4.83	2.7	E	-3.4	-1.8	-3.5	-6.8	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.833	0.000	15.4	28	-3.1	13.3	6.05	 .0465	0.00	1375	1	100.0	60
04/05/16	5:00 a	-2.3	-1.7	-2.3	90	-3.7	1.3	E	4.83	2.7	E	-4.1	-2.4	-4.2	-7.5	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.859	0.000	15.1	27	-3.8	13.0	5.85	 .0466	0.00	1404	1	100.0	60
04/05/16	6:00 a	-2.4	-2.3	-2.8	95	-3.1	1.3	E	4.83	3.1	E	-4.3	-2.5	-4.3	-7.6	467.2	0.00	0.0	2	0.17	11	0.0	0.00	0.0	0.866	0.000	14.9	27	-3.9	12.8	5.85	 .0467	0.00	1402	1	100.0	60
04/05/16	7:00 a	-1.1	-1.1	-2.5	93	-2.1	0.9	E	3.22	2.7	ENE	-1.8	-1.2	-1.8	-2.6	467.9	0.00	0.0	69	5.93	195	0.1	0.02	0.6	0.810	0.000	15.4	28	-3.1	13.3	6.05	 .0467	0.00	1378	1	100.0	60
04/05/16	8:00 a	1.7	1.7	-1.1	87	-0.2	0.9	ENE	3.22	2.2	ENE	1.3	1.6	1.2	3.6	467.9	0.00	0.0	279	24.00	388	1.4	0.33	2.3	0.692	0.000	16.3	29	-1.8	14.2	6.15	 .0465	0.13	1402	1	100.0	60
04/05/16	9:00 a	5.3	5.3	1.7	76	1.4	0.9	WNW	3.22	3.6	WNW	5.3	5.1	5.1	8.8	468.0	0.00	0.0	494	42.49	591	3.6	0.85	4.9	0.544	0.000	17.1	29	-1.1	14.9	6.15	 .0464	0.00	1379	1	100.0	60
04/05/16	10:00 a	7.9	7.9	5.3	55	-0.6	0.9	NW	3.22	4.0	NW	7.9	7.3	7.3	11.4	467.9	0.00	0.0	682	58.66	768	6.3	1.49	7.6	0.435	0.000	17.8	29	-0.5	15.6	6.15	 .0462	0.51	1378	1	100.0	60
04/05/16	11:00 a	9.4	9.4	7.9	51	-0.2	1.8	SW	6.44	5.4	S	8.7	8.8	8.1	12.3	467.2	0.00	0.0	808	69.50	844	8.5	2.00	9.2	0.370	0.000	18.6	29	0.2	16.5	6.14	 .0460	0.00	1398	1	100.0	60
04/05/16	12:00 p	10.2	10.3	9.5	45	-1.2	2.7	SSW	9.66	7.6	ESE	9.0	9.4	8.2	12.4	466.7	0.00	0.0	872	75.00	909	9.5	2.24	10.1	0.338	0.000	19.3	29	0.8	17.2	6.12	 .0458	0.84	1401	1	100.0	60
04/05/16	1:00 p	10.8	11.0	10.2	44	-1.0	3.6	S	12.87	9.4	S	9.1	9.9	8.2	11.8	466.2	0.00	0.0	875	75.26	972	9.4	2.22	10.4	0.313	0.000	19.8	28	0.7	17.6	5.95	 .0457	0.48	1405	1	100.0	60
04/05/16	2:00 p	11.3	11.4	10.8	43	-0.8	3.6	SSW	12.87	8.0	SSW	9.7	10.3	8.7	12.3	465.5	0.00	0.0	774	66.57	886	7.5	1.77	9.0	0.292	0.000	20.1	28	1.0	17.9	5.95	 .0456	0.43	1402	1	100.0	60
04/05/16	3:00 p	11.4	11.7	11.2	46	0.2	3.6	S	12.87	8.0	SSW	9.7	10.4	8.8	12.3	465.0	0.00	0.0	631	54.27	708	4.8	1.13	6.2	0.289	0.000	20.4	28	1.3	18.3	5.95	 .0455	0.38	1381	1	100.0	60
04/05/16	4:00 p	11.2	11.7	11.2	47	0.3	3.6	SSW	12.87	7.6	S	9.5	10.3	8.6	11.6	465.0	0.00	0.0	423	36.38	534	2.1	0.50	3.3	0.296	0.000	20.6	29	1.9	18.6	6.07	 .0454	0.28	1397	1	100.0	60
04/05/16	5:00 p	9.7	11.3	9.7	53	0.6	3.6	S	12.87	6.7	S	7.7	9.1	7.1	7.6	465.4	0.00	0.0	161	13.85	325	0.3	0.07	1.1	0.359	0.000	21.1	29	2.4	19.1	6.05	 .0453	0.15	1402	1	100.0	60
04/05/16	6:00 p	7.7	9.8	7.7	62	0.8	2.7	S	9.66	4.9	S	5.9	7.2	5.5	1.7	465.8	0.00	0.0	3	0.26	14	0.0	0.00	0.0	0.444	0.000	20.6	29	1.9	18.6	6.07	 .0455	0.05	1384	1	100.0	60
04/05/16	7:00 p	6.2	7.7	6.2	72	1.5	1.8	S	6.44	4.0	S	4.9	5.9	4.7	0.8	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.507	0.000	20.3	29	1.7	18.3	6.08	 .0456	0.03	1401	1	100.0	60
04/05/16	8:00 p	5.1	6.2	5.0	76	1.2	1.3	S	4.83	4.9	SE	4.2	4.8	4.0	0.2	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.553	0.000	19.8	29	1.2	17.7	6.10	 .0457	0.03	1403	1	100.0	60
04/05/16	9:00 p	4.1	5.2	4.1	82	1.3	0.9	S	3.22	2.7	E	3.9	3.9	3.8	-0.1	467.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.593	0.000	19.0	29	0.5	16.9	6.13	 .0459	0.03	1375	1	100.0	60
04/05/16	10:00 p	2.7	4.1	2.6	85	0.4	1.3	E	4.83	3.1	E	1.5	2.6	1.4	-2.5	467.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.653	0.000	18.4	28	-0.4	16.2	5.95	 .0460	0.03	1399	1	100.0	60
04/05/16	11:00 p	2.1	3.0	2.1	87	0.1	0.9	E	3.22	2.7	E	1.7	1.9	1.6	-2.3	467.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.678	0.000	18.1	28	-0.8	15.8	5.96	 .0461	0.00	1400	1	100.0	60
05/05/16	12:00 a	2.3	2.3	1.7	90	0.9	0.9	ESE	3.22	2.7	ESE	2.0	2.3	1.9	-1.9	467.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.667	0.000	17.8	28	-1.0	15.5	5.97	 .0461	0.00	1403	1	100.0	60
05/05/16	1:00 a	1.6	2.6	1.3	95	0.8	2.2	S	8.05	4.0	SE	-0.9	1.6	-0.9	-4.7	466.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.699	0.000	17.6	28	-1.1	15.4	5.98	 .0461	0.00	1379	1	100.0	60
05/05/16	2:00 a	1.5	1.9	1.3	96	0.9	2.2	E	8.05	4.9	ESE	-1.0	1.5	-1.0	-4.8	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.701	0.000	17.4	28	-1.3	15.2	5.98	 .0461	0.00	1400	1	100.0	60
05/05/16	3:00 a	1.4	1.6	1.3	96	0.8	1.8	SSE	6.44	4.5	SE	-0.6	1.4	-0.6	-4.4	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.706	0.000	17.3	28	-1.4	15.1	5.99	 .0462	0.00	1400	1	100.0	60
05/05/16	4:00 a	1.7	1.7	1.4	97	1.3	1.8	SSE	6.44	4.0	SSE	-0.2	1.7	-0.2	-4.0	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.692	0.000	17.3	29	-0.9	15.1	6.15	 .0462	0.00	1401	1	100.0	60
05/05/16	5:00 a	1.8	1.9	1.7	96	1.3	2.2	ESE	8.05	4.0	ESE	-0.6	1.8	-0.6	-4.4	466.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.688	0.000	17.2	29	-1.0	15.0	6.15	 .0462	0.00	1400	1	100.0	60
05/05/16	6:00 a	1.9	1.9	1.6	95	1.2	2.2	E	8.05	4.5	ESE	-0.5	1.9	-0.5	-4.3	466.9	0.00	0.0	1	0.09	11	0.0	0.00	0.0	0.685	0.000	17.1	29	-1.1	14.9	6.15	 .0463	0.00	1403	1	100.0	60
05/05/16	7:00 a	1.4	2.0	1.4	95	0.7	2.2	ENE	8.05	4.0	ENE	-1.1	1.4	-1.1	-2.3	467.4	0.00	0.0	33	2.84	56	0.0	0.00	0.0	0.704	0.000	17.3	30	-0.5	15.2	6.29	 .0462	0.00	1375	1	100.0	60
05/05/16	8:00 a	1.5	1.5	1.2	95	0.8	1.3	ENE	4.83	4.0	ENE	0.2	1.5	0.2	0.1	467.8	0.00	0.0	97	8.34	128	0.5	0.12	0.9	0.701	0.000	17.6	31	0.3	15.6	6.48	 .0462	0.05	1396	1	100.0	60
05/05/16	9:00 a	3.2	3.2	1.5	90	1.7	0.4	NW	1.61	2.7	NW	3.2	3.1	3.1	4.2	467.8	0.00	0.0	207	17.80	339	1.7	0.40	3.1	0.632	0.000	18.1	31	0.6	16.1	6.46	 .0461	0.00	1402	1	100.0	60
05/05/16	10:00 a	5.6	5.6	3.2	82	2.7	0.9	ENE	3.22	3.1	ENE	5.6	5.4	5.4	9.2	467.7	0.00	0.0	538	46.27	849	5.3	1.25	7.4	0.532	0.000	18.7	32	1.7	16.8	6.55	 .0460	0.28	1397	1	100.0	60
05/05/16	11:00 a	9.0	9.0	5.6	63	2.3	2.2	ESE	8.05	5.8	E	7.8	8.6	7.4	11.9	467.3	0.00	0.0	789	67.86	902	8.0	1.89	9.6	0.389	0.000	19.3	32	2.2	17.4	6.55	 .0458	0.33	1399	1	100.0	60
05/05/16	12:00 p	11.4	11.4	9.0	50	1.4	3.1	S	11.27	7.6	SE	10.2	10.6	9.3	12.6	466.7	0.00	0.0	939	80.76	1020	9.5	2.24	10.8	0.287	0.000	20.1	33	3.3	18.3	6.69	 .0456	0.43	1402	1	100.0	60
05/05/16	1:00 p	11.7	11.9	11.3	51	1.9	3.6	S	12.87	8.0	S	10.1	10.8	9.2	13.4	466.1	0.00	0.0	725	62.36	1085	8.1	1.91	10.8	0.275	0.000	20.4	33	3.6	18.7	6.67	 .0455	0.41	1399	1	100.0	60
05/05/16	2:00 p	12.5	12.8	11.5	47	1.5	3.6	S	12.87	7.6	S	11.1	11.4	10.0	13.7	465.6	0.00	0.0	784	67.43	972	7.4	1.74	8.8	0.243	0.000	20.9	32	3.6	19.0	6.55	 .0454	0.46	1403	1	100.0	60
05/05/16	3:00 p	12.6	12.8	12.2	44	0.6	2.7	S	9.66	8.0	ESE	11.7	11.4	10.6	14.1	465.2	0.00	0.0	465	40.00	958	4.0	0.94	6.9	0.241	0.000	21.1	32	3.8	19.2	6.55	 .0453	0.30	1404	1	100.0	60
05/05/16	4:00 p	12.8	13.1	12.6	44	0.8	3.1	ESE	11.27	6.3	ESE	11.8	11.6	10.6	13.6	465.1	0.00	0.0	444	38.19	564	2.2	0.52	3.4	0.231	0.000	21.1	32	3.8	19.2	6.55	 .0453	0.28	1379	1	100.0	60
05/05/16	5:00 p	11.8	12.8	11.8	50	1.7	2.7	S	9.66	5.4	ESE	10.9	10.9	10.0	11.0	465.2	0.00	0.0	212	18.23	318	0.4	0.09	1.0	0.271	0.000	20.9	32	3.6	19.0	6.55	 .0453	0.18	1403	1	100.0	60
05/05/16	6:00 p	9.7	11.8	9.7	64	3.2	2.7	SSW	9.66	6.3	SW	8.4	9.4	8.1	4.2	465.5	0.00	0.0	10	0.86	79	0.0	0.00	0.0	0.359	0.000	20.5	32	3.2	18.6	6.55	 .0454	0.05	1404	1	100.0	60
05/05/16	7:00 p	7.9	9.7	7.9	73	3.3	3.6	SSW	12.87	7.2	SW	5.6	7.7	5.3	1.7	466.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.435	0.000	20.2	32	3.0	18.3	6.55	 .0455	0.05	1403	1	100.0	60
05/05/16	8:00 p	5.3	7.9	5.2	86	3.1	1.8	E	6.44	4.5	ENE	3.9	5.2	3.8	-0.1	466.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.544	0.000	19.8	32	2.6	17.9	6.55	 .0457	0.03	1399	1	100.0	60
05/05/16	9:00 p	5.4	5.7	5.2	87	3.4	0.9	E	3.22	3.6	E	5.4	5.3	5.3	1.4	467.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.539	0.000	19.4	32	2.3	17.5	6.55	 .0458	0.00	1382	1	100.0	60
05/05/16	10:00 p	5.6	5.7	5.3	87	3.6	1.8	S	6.44	3.1	SSE	4.3	5.6	4.2	0.3	467.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.530	0.000	19.0	32	1.9	17.1	6.55	 .0459	0.00	1383	1	100.0	60
05/05/16	11:00 p	4.1	5.7	4.1	88	2.3	0.9	E	3.22	3.6	S	3.9	4.1	3.9	-0.1	467.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.593	0.000	18.6	32	1.6	16.7	6.55	 .0459	0.00	1380	1	100.0	60
06/05/16	12:00 a	3.9	4.3	3.9	90	2.5	0.9	SSE	3.22	2.7	E	3.8	3.9	3.7	-0.2	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.600	0.000	18.3	31	0.9	16.3	6.45	 .0460	0.00	1404	1	100.0	60
06/05/16	1:00 a	4.4	4.4	3.9	93	3.4	0.9	S	3.22	3.6	SSE	4.3	4.4	4.3	0.4	466.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.581	0.000	18.2	31	0.7	16.2	6.46	 .0460	0.00	1379	1	100.0	60
06/05/16	2:00 a	4.4	4.4	4.2	92	3.2	1.3	S	4.83	3.1	SSW	3.5	4.4	3.5	-0.4	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.581	0.000	18.1	31	0.6	16.1	6.46	 .0460	0.00	1384	1	100.0	60
06/05/16	3:00 a	3.8	4.5	3.8	93	2.7	0.9	E	3.22	2.7	E	3.6	3.8	3.6	-0.4	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.606	0.000	17.9	31	0.5	15.9	6.47	 .0460	0.00	1401	1	100.0	60
06/05/16	4:00 a	2.7	3.8	2.7	94	1.8	0.4	ENE	1.61	2.7	SE	2.7	2.7	2.7	-1.3	466.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.653	0.000	17.8	31	0.4	15.8	6.47	 .0460	0.00	1403	1	100.0	60
06/05/16	5:00 a	1.7	2.7	1.7	96	1.1	1.8	E	6.44	3.1	E	-0.3	1.7	-0.3	-4.3	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.694	0.000	17.6	31	0.3	15.6	6.48	 .0461	0.00	1384	1	100.0	60
06/05/16	6:00 a	0.6	1.7	0.6	96	-0.0	0.4	E	1.61	1.8	E	0.6	0.5	0.5	-3.6	466.6	0.00	0.0	1	0.09	9	0.0	0.00	0.0	0.741	0.000	17.4	31	0.1	15.4	6.48	 .0461	0.00	1375	1	100.0	60
06/05/16	7:00 a	1.7	1.7	0.4	96	1.2	0.4	E	1.61	2.7	E	1.7	1.7	1.7	0.5	467.0	0.00	0.0	31	2.67	60	0.0	0.00	0.0	0.692	0.000	17.4	32	0.6	15.5	6.58	 .0461	0.00	1402	1	100.0	60
06/05/16	8:00 a	4.6	4.6	1.7	96	4.0	0.4	SW	1.61	2.7	SW	4.6	4.7	4.7	5.3	467.4	0.00	0.0	138	11.87	380	0.9	0.21	2.2	0.572	0.000	18.0	33	1.5	16.1	6.76	 .0461	0.05	1403	1	100.0	60
06/05/16	9:00 a	8.3	8.3	4.6	76	4.3	0.4	WNW	1.61	3.1	WNW	8.3	8.1	8.1	11.9	467.4	0.00	0.0	477	41.03	582	3.5	0.83	4.8	0.419	0.000	18.7	33	2.1	16.9	6.74	 .0459	0.20	1382	1	100.0	60
06/05/16	10:00 a	10.4	10.4	8.3	62	3.5	0.9	NW	3.22	4.9	N	10.4	10.0	10.0	14.2	467.3	0.00	0.0	704	60.55	884	6.1	1.44	8.4	0.329	0.000	19.5	34	3.2	17.7	6.85	 .0457	0.30	1405	1	100.0	60
06/05/16	11:00 a	11.4	11.4	9.8	55	2.7	1.3	NW	4.83	4.9	NW	11.4	10.7	10.7	15.2	467.0	0.00	0.0	712	61.24	1000	7.5	1.77	9.9	0.287	0.000	20.1	36	4.5	18.4	7.21	 .0456	0.33	1403	1	100.0	60
06/05/16	12:00 p	11.2	11.9	11.0	57	3.0	1.3	NW	4.83	4.9	N	11.2	10.6	10.5	12.9	466.5	0.00	0.0	371	31.91	1025	5.5	1.30	10.6	0.296	0.000	20.3	35	4.4	18.7	7.05	 .0455	0.25	1383	1	100.0	60
06/05/16	1:00 p	12.8	13.2	11.3	51	2.9	1.3	SW	4.83	6.3	S	12.8	11.8	11.8	16.3	466.1	0.00	0.0	821	70.62	1034	8.6	2.03	10.5	0.231	0.000	20.7	34	4.3	19.0	6.85	 .0454	0.00	1404	1	100.0	60
06/05/16	2:00 p	11.3	13.0	11.3	62	4.3	2.2	S	8.05	7.2	S	10.6	10.8	10.0	11.3	465.7	0.00	0.0	255	21.93	958	3.5	0.83	9.1	0.292	0.000	20.7	33	3.9	18.9	6.66	 .0454	0.61	1405	1	100.0	60
06/05/16	3:00 p	7.8	11.4	7.8	68	2.2	3.6	SSW	12.87	7.6	SSW	5.4	7.4	5.1	5.6	465.4	3.00	8.4	170	14.62	527	1.2	0.28	2.9	0.440	0.000	20.4	34	4.0	18.7	6.85	 .0454	0.13	1404	1	100.0	60
06/05/16	4:00 p	9.4	9.5	7.8	68	3.8	1.8	SW	6.44	5.8	S	8.7	9.2	8.4	7.3	465.3	0.20	1.0	49	4.21	104	0.1	0.02	0.6	0.370	0.000	20.1	34	3.7	18.3	6.85	 .0454	0.05	1405	1	100.0	60
06/05/16	5:00 p	8.4	9.4	8.4	72	3.7	2.7	SSW	9.66	6.3	SW	6.8	8.2	6.6	5.1	465.6	0.00	0.0	19	1.63	30	0.0	0.00	0.0	0.412	0.000	19.8	34	3.5	18.1	6.85	 .0455	0.05	1400	1	100.0	60
06/05/16	6:00 p	8.7	8.7	8.1	59	1.1	2.2	SE	8.05	8.0	ESE	7.5	8.3	7.1	4.3	465.9	0.00	0.0	3	0.26	12	0.0	0.00	0.0	0.400	0.000	19.7	34	3.4	17.9	6.85	 .0456	0.03	1399	1	100.0	60
06/05/16	7:00 p	7.1	8.8	7.1	70	2.0	1.8	SW	6.44	4.0	ENE	5.9	6.8	5.7	2.9	466.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.470	0.000	19.5	34	3.2	17.7	6.85	 .0457	0.03	1399	1	100.0	60
06/05/16	8:00 p	6.1	7.2	6.1	73	1.6	1.8	E	6.44	4.0	ESE	4.9	5.8	4.6	1.8	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.509	0.000	19.2	34	3.0	17.4	6.85	 .0458	0.03	1357	1	99.2	60
06/05/16	9:00 p	4.5	6.1	4.5	82	1.7	1.8	E	6.44	4.9	ESE	3.0	4.3	2.8	0.1	467.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.576	0.000	18.3	34	2.1	16.4	6.85	 .0460	0.03	1401	1	100.0	60
06/05/16	10:00 p	3.2	4.5	3.2	86	1.1	1.3	E	4.83	3.1	E	2.2	3.1	2.1	-0.7	467.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.630	0.000	17.7	33	1.2	15.8	6.77	 .0461	0.03	1377	1	100.0	60
06/05/16	11:00 p	2.4	3.4	2.3	90	0.9	1.3	E	4.83	3.1	E	1.2	2.3	1.2	-1.6	467.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.664	0.000	17.3	33	0.8	15.4	6.79	 .0462	0.00	1357	1	99.2	60
07/05/16	12:00 a	2.5	2.7	2.2	90	1.0	0.4	ENE	1.61	2.7	E	2.5	2.4	2.4	-0.3	467.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.660	0.000	17.0	33	0.6	15.1	6.80	 .0462	0.00	1358	1	99.3	60
07/05/16	1:00 a	2.6	2.8	2.3	91	1.2	0.9	E	3.22	2.7	E	2.2	2.5	2.2	-0.6	466.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.657	0.000	16.7	33	0.3	14.8	6.81	 .0462	0.00	1399	1	100.0	60
07/05/16	2:00 a	3.4	3.4	2.3	95	2.7	1.3	E	4.83	3.6	ESE	2.4	3.4	2.4	-0.4	466.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.620	0.000	16.6	33	0.2	14.7	6.81	 .0462	0.00	1363	1	99.6	60
07/05/16	3:00 a	4.4	4.4	3.4	94	3.5	0.9	SW	3.22	2.7	SE	4.3	4.4	4.3	1.6	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.581	0.000	16.4	33	0.1	14.6	6.82	 .0462	0.00	1378	1	100.0	60
07/05/16	4:00 a	3.8	4.8	3.8	93	2.8	1.3	SW	4.83	4.0	E	2.8	3.8	2.8	0.1	466.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.604	0.000	16.3	33	0.0	14.4	6.82	 .0463	0.00	1402	1	100.0	60
07/05/16	5:00 a	2.6	3.8	2.6	93	1.5	0.9	E	3.22	2.7	ENE	2.2	2.6	2.2	-0.6	466.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.657	0.000	16.3	33	-0.0	14.4	6.82	 .0463	0.00	1404	1	100.0	60
07/05/16	6:00 a	2.7	2.8	2.4	96	2.1	1.3	E	4.83	3.1	E	1.6	2.7	1.6	-1.1	466.7	0.00	0.0	2	0.17	16	0.0	0.00	0.0	0.650	0.000	16.1	33	-0.2	14.2	6.83	 .0463	0.00	1403	1	100.0	60
07/05/16	7:00 a	2.5	2.7	2.2	96	1.9	1.8	E	6.44	2.7	E	0.7	2.5	0.7	-0.2	467.1	0.00	0.0	50	4.30	97	0.0	0.00	0.0	0.660	0.000	16.6	34	0.7	14.8	6.91	 .0463	0.03	1405	1	100.0	60
07/05/16	8:00 a	6.9	6.9	2.5	86	4.8	1.3	E	4.83	3.6	SW	6.4	6.9	6.3	9.0	467.4	0.00	0.0	291	25.03	487	1.3	0.31	2.6	0.475	0.000	17.6	34	1.5	15.8	6.88	 .0461	0.13	1371	1	100.0	60
07/05/16	9:00 a	8.5	8.6	6.9	74	4.1	2.2	SSW	8.05	4.0	S	7.3	8.3	7.1	11.0	467.7	0.00	0.0	577	49.63	642	4.0	0.94	5.3	0.410	0.000	18.6	34	2.4	16.7	6.85	 .0460	0.25	1399	1	100.0	60
07/05/16	10:00 a	10.5	10.5	8.5	57	2.3	1.3	SW	4.83	3.6	SW	10.4	9.9	9.8	13.9	467.7	0.00	0.0	731	62.87	816	6.8	1.60	8.3	0.326	0.000	19.2	34	3.0	17.4	6.85	 .0458	0.36	1381	1	100.0	60
07/05/16	11:00 a	11.4	11.6	10.5	46	0.2	1.3	SW	4.83	4.5	SSW	11.4	10.5	10.5	13.5	467.3	0.00	0.0	897	77.15	1002	9.5	2.24	10.9	0.287	0.000	19.8	34	3.5	18.1	6.85	 .0457	0.46	1401	1	100.0	60
07/05/16	12:00 p	12.8	13.3	11.4	43	0.5	0.9	W	3.22	3.6	SSE	12.8	11.6	11.6	14.8	466.7	0.00	0.0	939	80.76	1041	10.4	2.45	11.3	0.229	0.000	20.4	34	4.0	18.7	6.85	 .0455	0.48	1403	1	100.0	60
07/05/16	1:00 p	12.7	13.1	12.6	45	1.0	1.8	WSW	6.44	4.5	WSW	12.4	11.5	11.3	15.2	466.1	0.00	0.0	874	75.17	1065	9.6	2.26	11.3	0.236	0.000	20.8	33	4.0	19.0	6.66	 .0454	0.46	1381	1	100.0	60
07/05/16	2:00 p	13.1	13.3	12.6	52	3.4	2.2	SSW	8.05	7.6	SW	12.6	12.1	11.7	15.9	465.6	0.00	0.0	751	64.59	1081	7.0	1.65	10.2	0.220	0.000	21.1	33	4.2	19.3	6.65	 .0453	0.43	1377	1	100.0	60
07/05/16	3:00 p	12.0	13.1	11.9	56	3.5	3.6	WSW	12.87	7.2	WNW	10.4	11.2	9.7	13.2	465.1	0.00	0.0	509	43.78	856	3.8	0.90	7.1	0.264	0.000	21.1	33	4.2	19.3	6.65	 .0452	0.30	1403	1	100.0	60
07/05/16	4:00 p	12.1	12.4	12.0	55	3.3	3.6	WSW	12.87	7.6	SW	10.6	11.3	9.8	12.8	465.0	0.00	0.0	448	38.53	633	2.1	0.50	3.4	0.259	0.000	21.1	34	4.6	19.3	6.85	 .0452	0.28	1402	1	100.0	60
07/05/16	5:00 p	11.4	12.3	11.4	59	3.7	2.7	S	9.66	6.3	SW	10.3	10.8	9.7	10.3	465.1	0.00	0.0	153	13.16	339	0.3	0.07	1.1	0.289	0.000	20.9	34	4.4	19.1	6.85	 .0453	0.13	1402	1	100.0	60
07/05/16	6:00 p	8.9	11.3	8.9	73	4.3	2.7	S	9.66	4.9	S	7.4	8.7	7.2	3.6	465.3	0.00	0.0	4	0.34	16	0.0	0.00	0.0	0.394	0.000	20.6	34	4.2	18.9	6.85	 .0453	0.05	1405	1	100.0	60
07/05/16	7:00 p	6.8	9.0	6.8	82	3.9	2.2	S	8.05	4.9	S	5.2	6.7	5.1	1.4	465.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.481	0.000	20.4	34	4.0	18.7	6.85	 .0454	0.03	1396	1	100.0	60
